Marca_Temporal,Ciudad,Barrio,Tipo_Vivienda,Integrantes_Familia,Tipo_Mascotas,Perros_Macho,Perros_Hembra,Gatos_Macho,Gatos_Hembra,Mascota_Castrada,Donde_Castracion,Sabe_Castracion_Gratuita,Vacunadas,Desparasitadas,Sabe_Vacunas_Anuales,Como_Viven_Mascotas,Frecuencia_Callejeros,Animal_Perdido_Frecuente,Municipio_Presente,Humano_Responsable,Mascota_Gatos,Mascota_Perros,Vive_Salen_solos_a_la_calle,Vive_Tienen_identificador,Vive_Viven_dentro_de_su_hogar,CastEn_En_forma_particular,CastEn_Municipio,CastEn_No_se_encuentra_castrada.,Mun_Castraciones_Masivas,Mun_Control_de_identificación,Mun_Educación,Mun_No_es_necesaria_la_participación_del_municipio
2026-03-16 09:45:48,San Francisco,Savio,Casa Propia,4.0,Perros,1.0,2.0,,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Gatos,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,1,1,0,1,1,0,0
2026-03-16 09:46:51,San Francisco,9 De Septiembre,Casa Propia,4.0,Gatos;Perros,,1.0,1.0,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Gatos;Perros,Castraciones Masivas;Educación,Un Poco,1,1,1,0,1,0,1,0,1,0,1,0
2026-03-16 09:48:47,San Francisco,Cotolengo,Casa Propia,4.0,Gatos;Perros,,1.0,,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 09:49:35,San Francisco,Altos Del Prado,Casa Propia,3.0,Perros,1.0,,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 09:50:22,San Francisco,Maipú,Casa Propia,4.0,Perros,1.0,2.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,0,1,1,0,0,0
2026-03-16 09:52:30,San Francisco,Barrio Parque,Casa Propia,5.0,Gatos;Perros,,2.0,1.0,2.0,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,1,1,0,0,1,0,1,0,0,1,0,0
2026-03-16 09:53:06,San Francisco,Sarmiento,Departamento En Alquiler,2.0,Perros,,1.0,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Educación,Si,0,1,0,0,1,0,0,1,0,0,1,0
2026-03-16 09:58:40,Otra,Otro,Departamento En Alquiler,4.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,1,0,1,1,0,0,1,0,1,0
2026-03-16 09:59:59,San Francisco,Vélez Sársfield,Casa En Alquiler,4.0,Gatos;Perros,1.0,2.0,1.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,1,1,0,0,1,0,1,0,0,1,0,0
2026-03-16 10:00:01,San Francisco,Corradi,Casa Propia,1.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,0,1,1,0
2026-03-16 10:01:36,Frontera,San Luis,Casa Propia,4.0,Perros,,2.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,1,0,1,0,1,0
2026-03-16 10:01:40,Frontera,San José,Casa Propia,3.0,Gatos;Perros,1.0,,1.0,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,1,1,0,0,1,0,1,0,1,0,0,0
2026-03-16 10:02:55,San Francisco,Sarmiento,Casa En Alquiler,5.0,Perros,,2.0,,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,1,0,1,0,1,0,1,0,0,0
2026-03-16 10:04:23,San Francisco,Barrio Parque,Casa Propia,6.0,Perros,1.0,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 10:05:40,San Francisco,Catedral,Casa Propia,3.0,Perros,1.0,1.0,,,Si,En forma particular;Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Educación,Si,0,1,0,0,1,1,1,0,0,0,1,0
2026-03-16 10:05:58,San Francisco,Palmares,Casa Propia,2.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 10:06:12,San Francisco,Magdalena I,Casa En Alquiler,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,0,1,1,0,0,0
2026-03-16 10:09:33,San Francisco,Iturraspe,Casa Propia,2.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,0,1,1,0,1,0
2026-03-16 10:10:07,Josefina,,Casa Propia,5.0,Perros,1.0,4.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,No es necesaria la participación del municipio,Si,0,1,0,0,1,0,0,1,0,0,0,1
2026-03-16 10:14:10,San Francisco,Independencia,Departamento En Alquiler,2.0,Perros,1.0,,,,Si,Municipio,Si,Si,Si,No,Tienen identificador;Viven dentro de su hogar,A Veces,Gatos,Castraciones Masivas;Educación,No,0,1,0,1,1,0,1,0,1,0,1,0
2026-03-16 10:15:07,Frontera,San José,Casa En Alquiler,4.0,Perros,1.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 10:19:56,San Francisco,Independencia,Casa En Alquiler,4.0,Gatos;Perros,1.0,,2.0,,No,En forma particular;No se encuentra castrada.,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Control de identificación,Si,1,1,0,1,1,1,0,1,0,1,0,0
2026-03-16 10:21:13,San Francisco,Catedral,Casa Propia,2.0,Gatos,,,1.0,1.0,Si,En forma particular,Si,No,Si,Si,Salen solos a la calle,A Veces,Perros,Castraciones Masivas;Educación,Si,1,0,1,0,0,1,0,0,1,0,1,0
2026-03-16 10:29:25,San Francisco,Corradi,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,No,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-16 10:31:29,San Francisco,Catedral,Casa Propia,5.0,Gatos,,,1.0,2.0,Si,En forma particular;Municipio,Si,Si,Si,Si,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,0,1,0,1,1,1,0,1,1,0,0
2026-03-16 10:33:55,San Francisco,Sarmiento,Departamento En Alquiler,2.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-16 10:34:02,San Francisco,Catedral,Casa Propia,4.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,0,1,1,0,1,0,1,0,1,0,0,0
2026-03-16 10:37:11,San Francisco,Palmares II,Casa En Alquiler,2.0,Perros,,1.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-16 10:37:38,San Francisco,Sarmiento,Casa Propia,4.0,Gatos;Perros,1.0,,2.0,1.0,Si,Municipio,Si,Si,No,No,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación,Un Poco,1,1,1,0,1,0,1,0,1,1,0,0
2026-03-16 10:38:13,San Francisco,Sarmiento,Casa Propia,2.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,1,0,1,1,0,0
2026-03-16 10:38:16,San Francisco,Hospital,Casa Propia,3.0,Perros,3.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,0,1,1,0
2026-03-16 10:42:17,San Francisco,Centro,Casa En Alquiler,4.0,Perros,2.0,2.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,0,0,1,0,1,0
2026-03-16 10:48:10,San Francisco,Corradi,Casa Propia,2.0,Gatos;Perros,,3.0,3.0,2.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Nunca,Gatos,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 10:51:47,San Francisco,Dos Hermanos,Casa Propia,2.0,Perros,2.0,1.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 11:21:22,San Francisco,Roca,Casa Propia,7.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Educación,Si,0,1,0,0,1,0,0,1,0,0,1,0
2026-03-16 11:33:23,San Francisco,Corradi,Casa Propia,2.0,Perros,,2.0,,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 11:46:45,San Francisco,Sarmiento,Casa Propia,4.0,Gatos;Perros,1.0,,,2.0,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 12:04:01,San Francisco,Bouchard,Casa Propia,3.0,Gatos;Perros,1.0,,1.0,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 12:04:25,San Francisco,Sarmiento,Casa En Alquiler,1.0,Gatos,,,,1.0,Si,Municipio,Si,No,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,1,0,0,0,1,0,1,0,1,0,0,0
2026-03-16 12:25:31,San Francisco,Corradi,Casa En Alquiler,1.0,Perros,1.0,,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 12:26:27,San Francisco,Las Rosas,Casa Propia,5.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas,Si,0,1,0,0,1,0,0,1,1,0,0,0
2026-03-16 12:29:26,San Francisco,Vélez Sársfield,Casa Propia,5.0,Gatos;Perros,1.0,,,1.0,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,A Veces,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,1,0,1,0,1,0,1,1,1,0
2026-03-16 12:32:37,San Francisco,Sarmiento,Casa Propia,5.0,Gatos;Perros,1.0,1.0,1.0,,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 12:38:23,San Francisco,Palmares IV,Casa Propia,3.0,Gatos;Perros,1.0,,,2.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,0,0,1,0,1,0
2026-03-16 12:42:46,San Francisco,Bouchard,Casa Propia,4.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 12:43:47,San Francisco,Sarmiento,Departamento Propio,3.0,Gatos,,,1.0,2.0,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,1,0,0,0,1,0,1,0,1,0,0,0
2026-03-16 12:47:00,San Francisco,Parque Norte,Casa Propia,4.0,Gatos;Perros,1.0,1.0,,1.0,Si,Municipio,Si,Si,Si,Si,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Control de identificación,Si,1,1,1,0,1,0,1,0,0,1,0,0
2026-03-16 12:48:47,San Francisco,La Milka,Casa Propia,5.0,Perros,,2.0,,2.0,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,1,0,1,1,0,0
2026-03-16 12:51:53,San Francisco,San Martín,Departamento Propio,3.0,Perros,,2.0,,,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 12:57:16,San Francisco,Sarmiento,Casa En Alquiler,3.0,Gatos,,,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Educación,Si,1,0,0,0,1,1,0,0,1,0,1,0
2026-03-16 13:00:49,San Francisco,20 De Junio,Casa Propia,3.0,Perros,1.0,,,,No,No se encuentra castrada.,No,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,1,0,1,0,0,1,1,0,1,0
2026-03-16 13:07:02,San Francisco,Centro,Casa En Alquiler,2.0,Gatos;Perros,1.0,,1.0,1.0,Si,En forma particular,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Gatos,No es necesaria la participación del municipio,Si,1,1,0,0,1,1,0,0,0,0,0,1
2026-03-16 13:08:39,San Francisco,Palmares,Casa Propia,5.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,No es necesaria la participación del municipio,Si,0,1,0,0,1,0,0,1,0,0,0,1
2026-03-16 13:08:47,San Francisco,Senderos Del Savio,Casa Propia,4.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,0,1,1,0
2026-03-16 13:11:31,Frontera,San José,Casa Propia,4.0,Gatos;Perros,1.0,,1.0,1.0,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Control de identificación;Educación,Si,1,1,0,0,1,0,0,1,0,1,1,0
2026-03-16 13:13:58,Otra,Otro,Casa Propia,4.0,Gatos;Perros,1.0,2.0,1.0,2.0,Si,En forma particular;Municipio,Si,No,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,0,1,1,1,0,1,1,0,0
2026-03-16 13:19:04,San Francisco,Catedral,Casa Propia,4.0,Perros,1.0,,,,Si,Municipio,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,0,1,1,1,1,0,1,0,1,0,1,0
2026-03-16 13:24:20,San Francisco,Altos Del Prado,Casa Propia,4.0,Perros,2.0,,,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,1,0,1,0,1,0
2026-03-16 13:32:06,San Francisco,Sarmiento,Casa Propia,1.0,Perros,1.0,,1.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,1,0,0,1,0,1,0
2026-03-16 13:32:34,San Francisco,San Martín,Casa En Alquiler,4.0,Gatos;Perros,2.0,1.0,2.0,2.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,0,1,0,1,0,1,0
2026-03-16 13:44:24,San Francisco,Corradi,Departamento En Alquiler,3.0,Perros,,1.0,,,Si,Municipio;No se encuentra castrada.,Si,Si,Si,No,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,0,1,1,1,1,1,0
2026-03-16 13:49:58,San Francisco,Senderos Del Savio,Casa Propia,4.0,Gatos;Perros,,1.0,1.0,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Nunca,Gatos,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,0,1,1,1,1,0
2026-03-16 14:01:47,San Francisco,Roca,Casa Propia,1.0,Perros,,1.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-16 14:17:31,San Francisco,Roca,Casa Propia,3.0,Gatos;Perros,1.0,1.0,1.0,3.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,0,1,0,1,0,1,0
2026-03-16 14:45:08,San Francisco,Corradi,Casa Propia,2.0,Perros,1.0,,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Gatos;Perros,Castraciones Masivas,Si,0,1,0,0,1,0,0,1,1,0,0,0
2026-03-16 15:19:53,San Francisco,La Milka,Casa Propia,3.0,Perros,1.0,1.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,1,1,1,0,0,1,1,1,1,0
2026-03-16 16:11:32,San Francisco,La Milka,Casa Propia,4.0,Gatos,,,,1.0,Si,En forma particular,Si,Si,Si,No,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,1,0,1,1,1,1,0,0,1,1,1,0
2026-03-16 16:39:08,San Francisco,Plaza San Francisco,Casa Propia,3.0,Gatos;Perros,,2.0,1.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-16 17:02:32,San Francisco,Barrio Parque,Casa Propia,3.0,Gatos;Perros,,1.0,,1.0,No,No se encuentra castrada.,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,1,1,0,1,1,0,0,1,1,0,0,0
2026-03-16 17:44:26,San Francisco,Hospital,Departamento En Alquiler,1.0,Perros,,1.0,,,Si,Municipio,Si,Si,No,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,0,1,0,0,1,0,1,0,1,0,1,0
2026-03-16 20:19:20,San Francisco,Villa Golf,Casa Propia,2.0,Perros,1.0,1.0,,,Si,En forma particular;Municipio,Si,Si,Si,Si,Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,1,1,1,1,0,1,1,1,0
2026-03-16 21:59:49,San Francisco,San Martín,Casa Propia,4.0,Perros,,1.0,,,Si,Municipio,Si,Si,Si,No,Salen solos a la calle;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,0,1,1,0,1,0,1,0,1,0,0,0
2026-03-16 22:23:21,San Francisco,Magdalena II,Casa Propia,3.0,Gatos;Perros,1.0,1.0,1.0,,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,A Veces,Perros,Control de identificación,Si,1,1,0,0,1,0,1,0,0,1,0,0
2026-03-16 22:44:48,San Francisco,Catedral,Casa Propia,4.0,Perros,1.0,3.0,,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,1,0,1,1,1,0
2026-03-17 13:45:28,San Francisco,Sarmiento,Casa En Alquiler,2.0,Gatos;Perros,2.0,1.0,,1.0,Si,Municipio,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas,Si,1,1,0,0,1,0,1,0,1,0,0,0
2026-03-17 16:52:51,San Francisco,Roca,Casa En Alquiler,5.0,Gatos;Perros,2.0,1.0,1.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-17 17:04:37,San Francisco,La Milka,Casa Propia,4.0,Gatos;Perros,,1.0,1.0,,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación;No es necesaria la participación del municipio,Si,1,1,0,0,1,1,1,0,1,1,1,1
2026-03-18 10:07:23,San Francisco,La Milka,Casa En Alquiler,5.0,Gatos;Perros,3.0,3.0,3.0,,Si,Municipio,Si,No,No,No,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Un Poco,1,1,0,0,1,0,1,0,1,1,1,0
2026-03-18 10:57:07,San Francisco,La Milka,Casa Propia,2.0,Gatos;Perros,2.0,2.0,2.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Gatos;Perros,Educación,Si,1,1,0,0,1,0,1,0,0,0,1,0
2026-03-18 11:02:07,San Francisco,La Milka,Casa Propia,4.0,Gatos;Perros,1.0,,,1.0,Si,Municipio,Si,No,No,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Un Poco,1,1,0,0,1,0,1,0,1,1,0,0
2026-03-18 11:08:44,Frontera,San Roque,Departamento En Alquiler,3.0,Gatos;Perros,1.0,,1.0,1.0,Si,Municipio;No se encuentra castrada.,Si,Si,No,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,No es necesaria la participación del municipio,Si,1,1,0,0,1,0,1,1,0,0,0,1
2026-03-18 11:10:50,Frontera,San Roque,Departamento En Alquiler,4.0,Gatos;Perros,,2.0,1.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,0,0,1,0,1,0
2026-03-18 11:14:38,San Francisco,Roque Sáenz Peña,Departamento En Alquiler,2.0,Gatos,,,1.0,1.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos,Castraciones Masivas;Educación,Si,1,0,0,0,1,0,1,0,1,0,1,0
2026-03-18 11:43:16,San Francisco,Brisas Del Sur,Casa Propia,1.0,Gatos;Perros,1.0,1.0,1.0,,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Educación,Si,1,1,0,0,1,0,1,0,0,0,1,0
2026-03-18 11:59:42,San Francisco,La Milka,Casa Propia,1.0,Gatos;Perros,,1.0,1.0,4.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,0,1,0,1,0,1,0
2026-03-18 12:51:26,San Francisco,La Milka,Casa Propia,1.0,Gatos;Perros,,1.0,,1.0,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Educación,Si,1,1,0,0,1,1,0,0,1,0,1,0
2026-03-18 14:12:05,San Francisco,Barrio Parque,Casa Propia,2.0,Gatos,,,3.0,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Educación,Si,1,0,0,0,1,1,0,0,0,0,1,0
2026-03-18 14:46:20,San Francisco,Consolata,Casa En Alquiler,4.0,Perros,,2.0,,,Si,En forma particular,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,1,0,0,1,1,1,0
2026-03-18 16:23:41,San Francisco,La Milka,Casa Propia,1.0,Gatos;Perros,,1.0,,4.0,Si,En forma particular;Municipio,Si,Si,Si,Si,Viven dentro de su hogar,A Veces,Perros,Castraciones Masivas;Control de identificación;Educación,Si,1,1,0,0,1,1,1,0,1,1,1,0
2026-03-18 20:34:00,San Francisco,El Prado,Casa En Alquiler,5.0,Gatos;Perros,,1.0,,1.0,Si,Municipio,Si,Si,Si,Si,Salen solos a la calle;Tienen identificador;Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,1,1,1,1,0,1,0,1,1,0,0
2026-03-18 21:50:59,San Francisco,Roca,Casa Propia,3.0,Gatos;Perros,,1.0,3.0,3.0,Si,Municipio,Si,Si,Si,Si,Viven dentro de su hogar,Nunca,Perros,Castraciones Masivas;Control de identificación,Si,1,1,0,0,1,0,1,0,1,1,0,0
2026-03-18 21:55:58,San Francisco,9 De Septiembre,Casa Propia,4.0,Perros,,1.0,,,No,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,Todo El Tiempo,Gatos;Perros,Castraciones Masivas;Control de identificación;Educación,Si,0,1,0,0,1,0,0,1,1,1,1,0
2026-03-18 22:11:00,San Francisco,Centro,Casa En Alquiler,2.0,Perros,2.0,1.0,,,No,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,0,1,0,0,1,0,0,1,1,1,0,0
2026-03-19 00:10:14,San Francisco,La Milka,Casa Propia,5.0,Gatos,,,2.0,1.0,Si,Municipio,Si,No,Si,No,Viven dentro de su hogar,Todo El Tiempo,Perros,Castraciones Masivas;Control de identificación,Si,1,0,0,0,1,0,1,0,1,1,0,0
